License Type Name,County Name,Premises Name,DBA,Address,City,State,Zip,Neighborhood
RESTAURANT WINE,NEW YORK,16 E 52ND FOOD CORP,,20 E 42ND ST,NEW YORK,NY,10017,
RESTAURANT WINE,NEW YORK,115 MARKET INC,CRANBERRY II,115 W 45TH ST,NEW YORK,NY,10036,
WHOLESALE WINE,NEW YORK,GLOBAL WINE IMPORTS LLC,,120 E 62ND ST,NEW YORK,NY,10065,
RESTAURANT WINE,NEW YORK,ISLAND REST I CORP,ISLAND BURGER & SHAKES,766 NINTH AVENUE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,324 37TH STREET LLC,CONCRETE,320-324 WEST 37TH ST,NEW YORK,NY,10018,
TAVERN WINE,NEW YORK,THEATER FOR THE NEW CITY FOUNDATION INC,THEATER FOR THE NEW CITY,155 1ST AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,JASPER HOSPITALITY LLC,THE EAST END BAR & GRILL,1664 1ST AVE,NEW YORK,NY,10028,
GROCERY STORE BEER,NEW YORK,DIAMOND NEWS INC,,631 2ND AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,LEXINGTON AVENUE BBQ LLC,BROTHER JIMMY'S BBQ,181 LEXINGTON AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,K BLOOM REALTY LLC,12 TH STREET ALE HOUSE,192 2ND AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,296 SANDWICH LLC,THE GARRET,296 BLEECKER ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,TXOKO INC,TXIKITO,240 9TH AVENUE,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,CLONMEL RESTAURANT CORP,P D O'HURLEYS,557 12TH AVE,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,ALI BABA'S TERRACE INC,ALI BABA'S TERRACE,862 2ND AVE,NEW YORK,NY,10017,
RESTAURANT WINE,NEW YORK,181 RESTAURANT CORP,HUDSON VIEW RESTAURANT,770 W 181ST STREET,NEW YORK,NY,10033,
RESTAURANT WINE,NEW YORK,SHINKO FOODS INC,CURRY YA,214 E 10TH ST 1ST FLOOR WEST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,EAST 33RD STREET RESTAURANT CORP,,488 3RD AVE,NEW YORK,NY,10016,
"GROCERY BEER, WINE PROD",NEW YORK,WALLY'S DELI & GROCERY CORP,,3345 BROADWAY,NEW YORK,NY,10031,
ON-PREMISES LIQUOR,NEW YORK,KATOUNA INC,PERFECTO RISTORANTE & TELIO RISTORANTE,2479 BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,938 AMSTERDAM REST CORP,DIVE 106,938 AMSTERDAM AVENUE,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,ANGIOVA RESTAURANT INC,IL CORSO,54 W 55TH STREET,NEW YORK,NY,10019,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,,11 MADISON AVE,NEW YORK,NY,10010,
RESTAURANT WINE,NEW YORK,WARDROP FOODS INC,PAULS DA BURGER JOINT,131 2ND AVENUE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,NLE RESTAURANT CORP,TROPICAL SENSATION,953 AMSTERDAM AVENUE,NEW YORK,NY,10025,
RESTAURANT WINE,NEW YORK,150 MARKET INC,,150 WILLIAM ST,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,MI ABUELITA RESTAURANT CORP,,2270 2ND AVENUE,NEW YORK,NY,10035,
RESTAURANT WINE,NEW YORK,GROUP TANGO DELTA LLC,ORO BAKERY & BAR,375 BROOME ST WEST STORE,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,COBO ITAL CORP,SPIGA,200 W 84TH STREET,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,SNACK COMPANY BEDFORD LLC,,63 BEDFORD ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,J ENTERTAINMENT GROUP INC,GERA GERA,238 E 53RD ST,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,LA SCALA RESTAURANT LLC,FIVE NAPKIN BURGER,630 NINTH AVE,NEW YORK,NY,10036,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,,1 MADISON AVENUE 12TH FL,NEW YORK,NY,10010,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,,1 MADISON AVE 1ST FLOOR,NEW YORK,NY,10010,
HOTEL LIQUOR,NEW YORK,653 ELEVENTH AVE LLC,INK 48,653 11TH AVE,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,TRATTORIA PESCE PASTA RESTAURANT CORP,TRATTORIA CASA DI ISACCO,536 9TH AVE,NEW YORK,NY,10018,
"GROCERY BEER, WINE PROD",NEW YORK,MIDTOWN GROCERY & CANDY CORP,,1045 1ST AVENUE,NEW YORK,NY,10022,
LIQUOR STORE,NEW YORK,CALIFORNIA WINE MERCHANTS LLC,CALIFORNIA WINE MERCHANTS,ONE WHITEHALL STREET STORE B,NEW YORK,NY,10004,
"GROCERY BEER, WINE PROD",NEW YORK,CHHAYA NEWS INC,NONE,153 159 W 27TH ST STORE#4,NEW YORK,NY,10001,
HOTEL LIQUOR,NEW YORK,APPLE EIGHT HOSPITALITY MGMT INC & HIGHGATE,HOTELS LP DBA: RENAISSANCE NY HOTEL 57,130 E 57TH STREET,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,KIMUTA CORP,CHO CHO SAN,15 W 8TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,NEW DOCKS LLC,DOCKS RESTAURANT,633 3RD AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,CAFE & WINE BAR 31 INC,AYZA WINE & CHOCOLATE BAR,11 W 31ST ST,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,CABANA MIDTOWN LLC,,1022 3RD AVE,NEW YORK,NY,10021,
PERMIT CLONE FOLDER RECORD,NEW YORK,AMTEC INTERNATIONAL OF NY CORP,,430 MORGAN AVE,BROOKLYN,NY,11222,
"GROCERY BEER, WINE PROD",NEW YORK,JBSR ASSOCIATES LLC,IDEAL CHEESE SHOP,942 1ST AVENUE,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,UNIQUE NEWS INC,UNIQUE NEWS AND GROCERY,2218 BROADWAY,NEW YORK,NY,10024,
"GROCERY BEER, WINE PROD",NEW YORK,7TH AVE CONVENIENCE INC,7TH AVE CONVENIENCE,200 7TH AVE,NEW YORK,NY,10011,
RESTAURANT WINE,NEW YORK,SOOKK HOSPITALITY INC,,2686 BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,BIG DADDY'S II LLC,BIG DADDY'S,1596 1598 2ND AVE,NEW YORK,NY,10028,
EATING PLACE BEER,NEW YORK,94 EAST BROADWAY RESTAURANT INC.,94 EAST BROADWAY RESTAURANT INC.,94 E BROADWAY,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,AMBER 381 INC,,381 3RD AVENUE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,MARIN IN NYC LLC,PRINT,653 11TH AVE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,M & J FOOD DELI GROCERY INC,,608 W 192ND ST,NEW YORK,NY,10040,
GROCERY STORE BEER,NEW YORK,TIME SQUARE NEWS AND CONVENIENCE INC,,362 WEST 42ND ST,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,MR SANDWICH DELI INC,,1704 1712 AMSTERDAM AVENUE,NEW YORK,NY,10031,
ON-PREMISES LIQUOR,NEW YORK,BB AT 55TH & 5TH LLC,BENOIT BISTRO,60 WEST 55TH ST,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,2888 BROADWAY LLC,,2888 BROADWAY,NEW YORK,NY,10025,
RESTAURANT WINE,NEW YORK,NISH CHEN INC,NORI,129 2ND AVE,NEW YORK,NY,10003,
HOTEL LIQUOR,NEW YORK,SOHO VILLAGE HOTEL LLC,FOUR POINTS BY SHERATON,66 CHARLTON ST,NEW YORK,NY,10013,
TAVERN WINE,NEW YORK,THE WILD PROJECT LLC,,195 E 3RD ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,GETURDUN EZ LLC,INTERNATIONAL BAR,120 1/2 1ST AVENUE,NEW YORK,NY,10009,
RESTAURANT WINE,NEW YORK,250 EAST 58TH STREET FOOD CORP,MOONSTRUCK DINER,250 E 58TH ST,NEW YORK,NY,10022,
WHOLESALE WINE,NEW YORK,PINNACLE WINE VAULT LLC,NOBLE HOUSE WINES,810 7TH AVE STE 2801 & 2802,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,316 BOWERY LLC,SAXON AND PAROLE,316 BOWERY,NEW YORK,NY,10012,
LIQUOR STORE,NEW YORK,MONALISA WINE AND LIQUOR INC,,3490 BROADWAY,NEW YORK,NY,10031,
ON-PREMISES LIQUOR,NEW YORK,8TH AVENUE SOCIAL CLUB LLC,67 ORANGE STREET,2082 FREDERICK DOUGLAS BLVD,NEW YORK,NY,10026,
ON-PREMISES LIQUOR,NEW YORK,LUCKY STRIKE MANHATTAN LLC,LUCKY STRIKE LANES,624 660 W 42ND STREET,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,N & N DELANCEY SMOKE SHOP INC,,61 DELANCEY ST,NEW YORK,NY,10002,
GROCERY STORE BEER,NEW YORK,RAYAN CONVENIENCE INC,RAYAN CONVENIENCE,"304 W 14TH STREET, STORE #3",NEW YORK,NY,10014,
RESTAURANT WINE,NEW YORK,JADE CHEN 88 INC,,4028-4030 BROADWAY,NEW YORK,NY,10032,
RESTAURANT WINE,NEW YORK,TOKYO BAY ENTERPRISE NY INC,TOKYO BAY JAPANESE RESTAURNAT,183 DUANE STREET,NEW YORK,NY,10013,
GROCERY STORE BEER,NEW YORK,AMIRA'S DELI INC,NY VILLAGE DELI,39 1ST AVENUE,NEW YORK,NY,10003,
TAVERN WINE,NEW YORK,SWEET REVENGE ENTERPRISES INC,SWEET REVENGE,62 CARMINE STREET,NEW YORK,NY,10014,
RESTAURANT WINE,NEW YORK,ROYAL FEAST INC,HUNAN PARK,721 COLUMBUS AVE STORE 5,NEW YORK,NY,10025,
RESTAURANT WINE,NEW YORK,GRAND SICHUAN WEST VILLAGE INC,,15 7TH AVENUE S,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,LA PALA LLC,,184 198 ALLEN ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,BOWERY RESTAURANT LLC,DBGB KITCHEN AND BAR,299 BOWERY,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,CAFFE VETRO INC,EPISTROPHY,200 MOTT ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,CALEDONIAN NYC INC,THE GRISLY PEAR,107 MACDOUGAL ST,NEW YORK,NY,10012,
RESTAURANT WINE,NEW YORK,MESOB INC,MESKEREM ETHIOPIAN CUISINE,124 MACDOUGAL STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,GRAMERCY THAI INC,LANTERN,311 2ND AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,BROOKLYN BAR NYC INC,EAST VILLAGE TAVERN,158 AVENUE C,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,383 3RD AVENUE CORP,VAN DIEMENS,383 3RD AVENUE,NEW YORK,NY,10016,
"GROCERY BEER, WINE PROD",NEW YORK,DON JUAN DELI & GROCERY INC,,110 FORSYTH STREET,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,JPS VENTURES INC,ST JAMES GATE,441 AMSTERDAM AVE,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,CIRCLE NYC INC,ARENA/ PULSE KARAOKE/ CHANDELIER ROOM,130 W 42ND ST AKA 135 W 41ST S,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,320 PARK AVE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,BISTRO 66 E LLC,LE CHAT NOIR,22 E 66TH ST,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,STEVEN JAY LLC,PARLOR STEAKHOUSE,1600 1602 3RD AVENUE,NEW YORK,NY,10128,
WHOLESALE LIQUOR,NEW YORK,SOUTHERN WINE & SPIRITS OF NEW YORK INC,,"800 3RD AVENUE, FL 15-A",NEW YORK,NY,10022,
RESTAURANT WINE,NEW YORK,HRK FOODS INC,,1057 2ND AVENUE,NEW YORK,NY,10022,
WHOLESALE LIQUOR,NEW YORK,LUBOV GALLERIES INC,,380 LEXINGTON AVE SUITE 1734,NEW YORK,NY,10168,
ON-PREMISES LIQUOR,NEW YORK,APOTHEKE LLC,APOTHEKE,9 DOYERS STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,ALEJANDRO & SONS RESTAURANT CORP,EL PARADOR CAFE,325 E 34TH STREET,NEW YORK,NY,10016,
HOTEL LIQUOR,NEW YORK,52 LIBERTY STREET INC,DYLAN,50 E 41ST STREET/ 52 E 41ST ST,NEW YORK,NY,10017,
"GROCERY BEER, WINE PROD",NEW YORK,TRIBECA DELICATESSEN INC,,368 1/2 GREENWICH STREET,NEW YORK,NY,10013,
"GROCERY BEER, WINE PROD",NEW YORK,RAYIRA GROCERY DELI CORP,,247 AUDUBON AVENUE,NEW YORK,NY,10033,
ON-PREMISES LIQUOR,NEW YORK,TUAM NEW YORK INC,JAKE'S SALOON,202 9TH AVENUE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,WAY OUT WEST LLC,THE RUSTY KNOT,374 W 11TH STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,PALM NY DOWNTOWN LLC,,200 CHAMBERS ST AKA 206 W ST,NEW YORK,NY,10007,
HOTEL LIQUOR,NEW YORK,85 WEST BROADWAY OWNER LLC & TRIBECA KITCHEN LLC,SMYTH HOTEL/LITTLE PARK/EVENING BAR,85 W BROADWAY,NEW YORK,NY,10007,
HOTEL LIQUOR,NEW YORK,"1186 BROADWAY TENANT LLC AND FRIEDFIELD BRESLIN, L","ACE HOTEL NEW YORK &THE BRESLIN, JOHN DORY OYSTER",1186 BROADWAY,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,THOMPSON REST INC,DON GIOVANNI,358 W 44TH ST,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,BOWERY TIME LLC AND AGUILA & SOL LLC AS MANAGER,HECHO EN DUMBO/KING CROSS,354 356 BOWERY,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,C & V 77 ENTERPRISES LLC,GREEN KITCHEN,1475 77 1ST AVENUE,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,PIO RESTAURANT LLC,LUNA PIENA,243 E 53RD ST,NEW YORK,NY,10022,
RESTAURANT WINE,NEW YORK,FELDOR BILLIARDS INC,FAT CAT BILLIARDS,75 CHRISTOPHER STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,82ND STREET CAFE INC,DYLAN MURPHY'S,1453 57 3RD AVE,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,THE 55 JAZZ SPACE INC,55 BAR,55 CHRISTOPHER STREET,NEW YORK,NY,10014,
GROCERY STORE BEER,NEW YORK,MAN SOO HAN,ORION CAFE,888 MAIN STREET,NEW YORK,NY,10044,
ON-PREMISES LIQUOR,NEW YORK,268 W BROADWAY LLC,AOA BAR AND GRILL,6 YORK ST,NEW YORK,NY,10013,
EATING PLACE BEER,NEW YORK,DELISSIMO DELI CORP,,39 E 60TH STREET,NEW YORK,NY,10022,
TAVERN WINE,NEW YORK,SOLTANI TWO LLC,COCOA BAR,19 21 CLINTON ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,202 CENTRE CORP,RED EGG,202 CENTRE STREET,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,ABITINO S PIZZA 49TH STREET CORP,ABITINO S,936 2ND AVE  SOUTH STORE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,CANAS RESTAURANT INC,YERBA BUENA,23 AVENUE A,NEW YORK,NY,10009,
EATING PLACE BEER,NEW YORK,F & S PIZZA CORP,ARTICHOKE BASILLE'S PIZZA & BREWERY,328 E 14TH ST MOST WESTERLY ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,RED ONE PLAZA LLC,LUCY'S CANTINA ROYAL,1 PENN PLAZA (NW),NEW YORK,NY,10119,
RESTAURANT WINE,NEW YORK,MULTI TASTES RESTAURANT INC,MULTI-TASTES RESTAURANT,23 SAINT JAMES PLACE,NEW YORK,NY,10038,
RESTAURANT WINE,NEW YORK,KI MAMA RESTAURANT INC,SOUEN,326 E 6TH STREET EAST STORE,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,A N S NEWSBAR INC,MARK,33 ST MARKS PLACE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,212 LAFAYETTE ASSOCIATES LLC,CAFE SELECT,212 LAFAYETTE STREET,NEW YORK,NY,10012,
LIQUOR STORE,NEW YORK,DELANCEY WINE INC,,41 ESSEX ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,520 HAPPY TIMES INC,HOUNDS TOOTH PUB,520 8TH AVENUE,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,203 E 45TH RESTAURANT INC,THE PERFECT PINT,203 E 45TH STREET,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,MDDCAR CORP,CHIMICHURRI,401 W 43RD ST,NEW YORK,NY,10036,
CATERING ESTABLISHMENT,NEW YORK,ACCESS FOOD & BEVERAGE INC,SONNIER & CASTLE FOOD,554 W 48TH STREET,NEW YORK,NY,10036,
"DRUG CHAIN, WINE PROD",NEW YORK,CVS ALBANY LLC,CVS/PHARMACY #2434,338 E 23RD ST,NEW YORK,NY,10010,
ON-PREMISES LIQUOR,NEW YORK,SPAHA LOUNGE INC,,1634 LEXINGTON AVENUE  STORE D,NEW YORK,NY,10029,
"GROCERY BEER, WINE PROD",NEW YORK,WEST STREET GOURMET INC.,WEST BANK GOURMET,21 WEST ST,NEW YORK,NY,10006,
HOTEL LIQUOR,NEW YORK,FERRADO QT LLC & ROOM MATE HOTEL NY INC,GRACE HOTEL,125 W 45TH STREET,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,THINK BLEECKER LLC,THINK COFFEE,1 BLEECKER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,THE ELEMENT RESTAURANT GROUP INC,,854 W 181ST STREET,NEW YORK,NY,10033,
ON-PREMISES LIQUOR,NEW YORK,FORGE RESTAURANT LLC,MARC FORGIONE,134 READE STREET,NEW YORK,NY,10013,
"GROCERY BEER, WINE PROD",NEW YORK,JD AVENUE C FOOD CORP,FINE FARE,42 AVENUE C,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,MN BUSINESS GROUP INC,,76 80 116TH STREET,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,ALLORA 2 SPA INC,ZINC,82 W 3RD STREET BASEMENT,NEW YORK,NY,10012,
"GROCERY BEER, WINE PROD",NEW YORK,FERASS DELI CORP,,831 6TH AVE,NEW YORK,NY,10001,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14396,1356 LEXINGTON AVE,NEW YORK,NY,10128,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14412,352 GREENWICH ST,NEW YORK,NY,10013,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14403,619 9TH AVE,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,WILFIE & NELL LLC,,228 W 4TH STREET,NEW YORK,NY,10014,
"GROCERY BEER, WINE PROD",NEW YORK,J & B COLUMBUS PRODUCE CORP,236 COLUMBUS FARM,236 COLUMBUS AVENUE,NEW YORK,NY,10023,
VESSEL LIQUOR,NEW YORK,SEASTREAK LLC,SEASTREAK HIGHLANDS,GOVERNEUR LN SOUTH ST PIER 11,NEW YORK,NY,10007,
VESSEL LIQUOR,NEW YORK,SEASTREAK LLC,SEASTREAK NEW YORK,GOVERNEUR LN SOUTH ST PIER 11,NEW YORK,NY,10007,
VESSEL LIQUOR,NEW YORK,SEASTREAK LLC,SEASTREAK WALL STREET,GOVERNEUR LN SOUTH ST PIER 11,NEW YORK,NY,10007,
VESSEL LIQUOR,NEW YORK,SEASTREAK LLC,SEASTREAK NEW JERSEY,GOVERNEUR LN SOUTH ST PIER 11,NEW YORK,NY,10007,
HOTEL LIQUOR,NEW YORK,JANE STREET HOTEL LLC,THE JANE HOTEL,113 115 JANE ST,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,780 REST ASSOCIATES CORP,TIVO PIZZA & BAR,780 3RD AVENUE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,DYLAN'S CANDYBAR LLC,,1011 3RD AVENUE,NEW YORK,NY,10021,
GROCERY STORE BEER,NEW YORK,PAUL SEVEN ELEVEN 2 INC,,140 CHURCH STREET,NEW YORK,NY,10007,
RESTAURANT WINE,NEW YORK,SULLIVAN RESTAURANT LLC,CO,230 9TH AVENUE,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,CORMAR INCORPORATED,SOPHIE'S,507 E 5TH ST,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,RESTAURANT 101 INC,,101 DYCKMAN ST AKA 101B DYCKM,NEW YORK,NY,10040,
"GROCERY BEER, WINE PROD",NEW YORK,TAWFIK SALEH MOHAMED,TSM GROCERY,2285 1ST AVE,NEW YORK,NY,10035,
"GROCERY BEER, WINE PROD",NEW YORK,ALZYADI DELI CORP,,2175 7TH AVE,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,401 W 50 TAVERN INC,HIBERNIA,401 W 50TH STREET,NEW YORK,NY,10019,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,,1345 AVE OF THE AMERICAS 18TH,NEW YORK,NY,10105,
"GROCERY BEER, WINE PROD",NEW YORK,2037 MEAT & GROCERY INC,,2037 2ND AVE,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,ARYAN BAKE SHOP INC,NANKING BAR RESTAURANT,1634B BROADWAY,NEW YORK,NY,10019,
"DRUG CHAIN, WINE PROD",NEW YORK,CVS ALBANY LLC,CVS/PHARMACY #0601,272 8TH AVE,NEW YORK,NY,10011,
HOTEL LIQUOR,NEW YORK,THE RITZ CARLTON HOTEL COMPANY LLC,THE RITZ CARLTON NEW YORK CENTRAL PARK,50 CENTRAL PARK SO,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,PORTUGA RESTAURANT GROUP LLC,ALDEA,31 W 17TH STREET,NEW YORK,NY,10011,
"GROCERY BEER, WINE PROD",NEW YORK,374 FOOD INCORPORATED,TRIBECA,374 CANAL ST,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,BETA CLINTON CORP,,37 39 CLINTON STREET,NEW YORK,NY,10002,
"GROCERY BEER, WINE PROD",NEW YORK,GREAT FOOD GOURMET INC,,550 W 126TH STREET,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,SJG FOODS LLC,BENARES,240 W 56TH ST,NEW YORK,NY,10019,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,REST ASSOCIATES 2ND FLOOR,"1 BRYANT PK, 1111 AVE AMERICA",NEW YORK,NY,10036,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,REST ASSOC   29TH FLOOR,"1 BRYANT PK, 1111 AVE AMERICA",NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,733 RESTAURANT CORP,GOSSIP,733 9TH AVENUE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,"AMBER AVALON CORP, THE",HOTEL CHANTELLE,92 LUDLOW STREET,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,220 ASSOCIATES INC,THE ROOST,222 AVENUE B,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,UNDER CHELSEA LLC,THE RAINES LAW ROOM,48 W 17TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,KEFI LLC,,505 COLUMBUS AVENUE,NEW YORK,NY,10024,
LIQUOR STORE,NEW YORK,WEST 54 LIQUORS LLC,,453 W 54TH ST,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,GREENSTICK CORP,,10 W 33RD ST STORE 1,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,M J M REST CORP,THE THIRSTY FAN,254 W 31ST STREET,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,OKA SUSHI INC,,16 18 MAIDEN LANE,NEW YORK,NY,10038,
"GROCERY BEER, WINE PROD",NEW YORK,145 FOUR STARS DELI INC,,701A ST NICHOLAS AVE,NEW YORK,NY,10031,
"GROCERY BEER, WINE PROD",NEW YORK,RJT GROUP INC,OPTIMO CIGAR,38 PARK ROW,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,118 REST ON NASSAU INC,NASSAU BAR & GRILL,118 NASSAU ST,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,PHILLIPOS RESTAURANT INC,BARKING DOG LUNCHEONETTE,1678 3RD AVE A/K/A 183 E 94 ST,NEW YORK,NY,10128,
RESTAURANT WINE,NEW YORK,KAFANA LLC,,116 AVE C,NEW YORK,NY,10009,
RESTAURANT WINE,NEW YORK,PQ 8TH STREET INC,LE PAIN QUOTIDIEN,10 5TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,BAR AND BOOKS LLC,BEEKMAN BAR & BOOKS,889 1ST AVE,NEW YORK,NY,10022,
RESTAURANT WINE,NEW YORK,IL CAFE LATTE INC,,189 LENOX AVE,NEW YORK,NY,10026,
WINERY,NEW YORK,CITY WINERY NEW YORK LLC,CITY WINERY,143 VARICK ST,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,PQ WEST 84TH INC,LE PAIN QUOTIDIEN,494 AMSTERDAM AVE,NEW YORK,NY,10024,
RESTAURANT WINE,NEW YORK,PQ BAKERY LLC,LE PAIN QUOTIDIEN,1131 MADISON AVE,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,BRAAI LLC,BRAAI,329 W 51ST STREET,NEW YORK,NY,10019,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC,RESTAURANT ASSOCIATES,1111 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,JJD GROUP LLC,DREXLER'S,9 AVE A,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,BOQUERIA SOHO LLC,BOQUERIA,171 SPRING STREET,NEW YORK,NY,10012,
